Age,Gender,Region,District,Language Spoken by Student,Math Term 1,Physics Term 1,Chemistry Term 1,Math Term 2,Physics Term 2,Chemistry Term 2,Math Term 3,Physics Term 3,Chemistry Term 3,Attendance
16,Female,Western,Kampala,Runyankole,82,99,68,52,68,100,50,50,100,0.89
17,Female,Northern,Arua,Lusoga,66,100,65,52,91,95,100,67,100,0.88
15,Female,Eastern,Mbale,Runyankole,41,93,33,36,87,91,87,69,45,0.99
17,Female,Eastern,Kitgum,Luganda,64,78,83,64,57,100,44,73,45,0.93
15,Female,Central,Kitgum,Lusoga,19,55,88,41,64,100,62,62,61,0.91
17,Female,Northern,Kasese,Luganda,97,94,68,85,52,94,75,33,100,0.92
16,Male,Central,Gulu,Luganda,61,86,48,79,90,100,49,48,89,0.9
17,Female,Northern,Kasese,Runyankole,67,28,100,63,58,94,46,55,84,0.87
15,Female,Eastern,Iganga,Teso,76,100,100,57,57,99,66,94,42,0.76
15,Female,Western,Lira,Lusoga,72,92,72,40,77,81,78,89,77,0.76
17,Male,Eastern,Mbale,Acholi,72,88,83,82,65,100,80,17,63,0.76
15,Female,Central,Kitgum,Luganda,71,100,51,46,100,77,79,41,100,0.76
15,Female,Eastern,Kasese,Lumasaba,57,60,100,71,25,89,73,73,80,0.9
17,Female,Eastern,Mbale,Acholi,73,100,40,41,90,57,62,68,68,0.92
15,Female,Northern,Wakiso,Rukonjo,72,100,64,42,92,91,64,47,100,0.91
16,Female,Western,Mbarara,Lusoga,98,73,74,83,73,74,86,19,91,0.78
17,Male,Northern,Mukono,Sebei,45,91,100,67,61,100,31,69,93,0.87
17,Female,Northern,Mbarara,Luo,64,66,100,45,50,99,96,32,61,0.89
16,Female,Western,Kitgum,Luganda,67,68,53,67,87,94,33,17,93,0.79
17,Female,Central,Mpigi,Ateso,60,50,75,58,36,89,51,92,100,0.95
15,Male,Northern,Mpigi,Runyankole,33,93,52,24,62,73,28,56,69,0.9
17,Female,Eastern,Arua,Rukiga,54,96,100,71,52,100,21,58,100,0.79
17,Male,Northern,Kabale,Acholi,79,100,46,69,75,55,76,49,48,0.93
16,Male,Western,Kabale,Luganda,80,100,37,56,60,85,74,100,100,0.98
15,Female,Eastern,Jinja,Lusoga,49,65,40,46,65,77,70,66,43,0.86
15,Female,Western,Gulu,Runyankole,81,55,67,70,69,86,59,41,93,0.76
16,Male,Northern,Masaka,Acholi,37,63,26,39,75,77,47,70,61,0.85
17,Male,Eastern,Mukono,Rukiga,72,68,100,60,69,100,42,17,52,0.79
15,Female,Central,Kitgum,Luo,54,75,68,66,59,79,83,73,80,0.86
16,Female,Northern,Soroti,Luganda,37,67,26,71,74,100,61,39,32,0.9
16,Female,Northern,Amuru,Lugbara,92,100,55,60,64,94,75,54,99,0.92
16,Female,Central,Ntungamo,Rukonjo,96,100,59,80,21,100,88,67,78,0.86
15,Male,Northern,Kitgum,Luganda,91,100,54,52,82,62,71,72,32,0.82
16,Female,Western,Kampala,Runyankole,54,66,89,33,48,100,37,58,65,0.82
15,Female,Western,Rukungiri,Luganda,93,48,56,88,43,99,94,17,82,0.79
17,Male,Northern,Gulu,Lugbara,76,100,100,65,63,100,86,100,62,0.93
15,Male,Eastern,Kitgum,Runyankole,69,71,51,49,51,70,74,43,43,0.91
17,Female,Central,Wakiso,Acholi,52,100,49,27,89,90,78,85,60,0.9
16,Female,Central,Wakiso,Rukiga,100,100,100,100,45,100,100,89,96,0.78
15,Female,Northern,Mbale,Luganda,100,79,61,75,77,100,94,52,64,0.92
16,Female,Northern,Rukungiri,Runyankole,82,90,88,63,78,91,29,38,77,0.87
17,Female,Western,Kitgum,Luganda,72,100,79,86,73,100,38,100,100,0.88
15,Female,Eastern,Mukono,Rutooro,95,100,39,23,55,80,80,63,58,0.76
15,Female,Eastern,Soroti,Luganda,75,88,62,54,77,98,36,67,79,0.9
16,Female,Eastern,Kabarole,Runyankole,88,67,54,68,56,70,87,61,45,0.99
15,Female,Central,Lira,Japadhola,84,73,84,68,69,81,99,46,56,0.91
17,Male,Western,Kabale,Runyankole,76,24,82,62,47,97,26,22,87,0.82
17,Female,Western,Jinja,Rukiga,93,99,40,56,32,92,60,60,75,0.9
16,Male,Central,Tororo,Lumasaba,70,87,69,31,53,100,80,26,98,0.77
15,Female,Central,Bushenyi,Luganda,69,72,80,36,90,89,71,83,79,0.79
15,Female,Western,Mbale,Luganda,100,99,51,75,56,100,76,60,89,0.96
15,Female,Northern,Mbarara,Rukiga,100,48,39,55,55,76,80,45,100,0.82
17,Male,Eastern,Mbarara,Acholi,91,48,96,76,21,100,63,69,100,0.91
15,Female,Eastern,Kampala,Runyankole,42,94,100,38,69,81,77,94,83,0.89
16,Female,Western,Gulu,Rukiga,97,100,87,75,71,100,58,71,100,0.92
17,Male,Northern,Kabarole,Japadhola,47,84,70,61,81,100,64,68,83,0.76
16,Female,Western,Mbale,Luo,76,88,56,43,96,100,68,37,100,0.88
16,Female,Central,Soroti,Luganda,82,94,52,84,41,97,68,66,91,0.76
15,Female,Eastern,Soroti,Runyankole,84,40,78,77,50,88,55,39,90,0.91
17,Female,Eastern,Jinja,Luganda,61,39,100,93,51,75,57,61,57,0.76
15,Male,Northern,Arua,Ateso,91,88,100,83,81,99,57,53,94,0.85
15,Female,Central,Kabale,Luganda,61,97,90,62,56,99,43,56,100,0.9
15,Male,Eastern,Apac,Luganda,96,95,35,81,50,78,63,17,53,0.85
16,Female,Central,Mukono,Luganda,76,75,85,69,80,97,82,76,70,0.76
17,Female,Eastern,Lira,Luo,58,74,66,64,62,100,72,64,34,0.99
15,Female,Central,Kitgum,Acholi,48,81,76,61,65,54,85,100,47,0.93
15,Male,Northern,Kampala,Rutooro,51,100,100,59,66,99,88,100,42,0.8
15,Female,Northern,Kampala,Alur,85,71,94,80,58,100,83,36,93,0.84
15,Male,Central,Soroti,Luganda,86,100,31,60,57,83,88,70,45,0.99
15,Male,Western,Mbale,Rukiga,53,58,100,100,75,100,50,17,100,0.76
17,Female,Northern,Tororo,Acholi,88,91,84,83,14,100,100,47,38,0.93
16,Female,Northern,Mbale,Lango,100,100,68,66,100,100,88,91,100,0.78
17,Female,Western,Mbale,Rukiga,81,34,65,54,77,68,63,80,100,0.87
15,Female,Eastern,Jinja,Runyankole,60,77,92,82,20,100,74,66,67,0.96
17,Female,Northern,Entebbe,Acholi,61,64,88,100,63,100,19,17,92,0.76
15,Male,Northern,Kitgum,Rukiga,55,85,91,87,83,92,77,100,35,0.99
16,Female,Northern,Kasese,Luganda,100,100,60,37,59,74,49,96,78,0.84
16,Female,Northern,Mpigi,Runyankole,93,78,70,97,51,100,61,64,100,0.96
16,Male,Western,Tororo,Runyankole,63,38,63,52,82,91,84,19,87,0.88
15,Male,Northern,Mbale,Rutooro,44,73,78,72,49,100,80,17,64,0.93
15,Female,Central,Kabale,Luganda,68,100,63,75,64,100,71,68,39,0.88
15,Female,Western,Ntungamo,Lumasaaba,83,78,51,24,74,82,69,56,100,0.8
15,Female,Eastern,Jinja,Luganda,67,49,67,57,25,100,70,17,100,0.87
15,Female,Western,Arua,Luganda,91,54,74,88,46,100,69,50,92,0.92
17,Male,Eastern,Kisoro,Luganda,88,76,40,64,80,96,58,72,84,0.8
17,Male,Eastern,Mbale,Rukiga,87,87,78,69,67,100,54,28,90,0.85
15,Male,Western,Apac,Runyoro,72,72,78,63,45,88,71,79,69,0.93
15,Male,Eastern,Mukono,Runyankole,100,76,91,33,49,84,74,17,100,0.81
16,Female,Central,Kitgum,Luganda,98,54,91,87,58,82,69,30,55,0.76
15,Male,Northern,Mbale,Acholi,85,100,58,53,79,79,74,86,82,0.77
16,Female,Western,Gulu,Rukiga,61,91,56,36,57,96,83,94,58,0.93
16,Female,Central,Mbale,Luganda,91,100,100,67,70,60,100,84,46,0.88
15,Female,Eastern,Kampala,Acholi,89,91,43,46,78,71,57,49,95,0.89
17,Female,Eastern,Gulu,Runyankole,76,100,52,51,87,43,92,93,55,0.77
15,Female,Western,Jinja,Lumasaaba,52,92,65,76,77,100,69,74,96,0.88
16,Female,Western,Gulu,Luganda,63,79,83,52,56,76,66,42,98,0.81
15,Female,Eastern,Arua,Lusoga,64,90,60,57,82,85,34,31,98,0.89
17,Male,Northern,Kabale,Rukiga,86,100,100,68,48,98,99,93,60,0.87
15,Female,Central,Entebbe,Acholi,65,100,61,81,69,56,77,67,44,0.92
15,Female,Western,Kitgum,Luganda,73,100,26,64,100,100,100,85,68,0.97
15,Female,Western,Kabarole,Runyankole,71,56,80,64,63,100,39,76,91,0.82
15,Female,Northern,Mbale,Luganda,100,90,69,75,67,92,68,25,77,0.82
15,Female,Western,Busia,Acholi,97,100,71,45,71,91,77,44,100,0.76
15,Male,Central,Entebbe,Luganda,76,100,79,77,86,88,86,80,100,0.88
16,Female,Western,Iganga,Lango,46,100,93,27,70,51,100,100,30,0.88
17,Male,Northern,Tororo,Lusoga,50,100,61,42,81,70,54,96,93,0.9
16,Male,Central,Masindi,Acholi,77,67,63,99,77,95,74,70,70,0.99
15,Female,Northern,Masaka,Luganda,62,68,67,55,87,63,78,23,36,0.84
16,Male,Northern,Mbarara,Runyankole,91,96,100,99,49,100,100,76,92,0.9
16,Female,Eastern,Kasese,Acholi,63,98,95,80,50,86,81,45,87,0.76
15,Female,Central,Iganga,Runyankole,73,100,78,90,73,100,63,94,78,0.86
16,Female,Northern,Kitgum,Luganda,57,82,65,69,67,75,82,92,96,0.94
17,Female,Central,Jinja,Luganda,32,85,70,70,90,76,46,90,66,0.88
17,Female,Northern,Kampala,Luganda,93,100,75,100,96,96,81,76,100,0.95
16,Male,Western,Mbale,Rukiga,100,100,78,92,53,100,100,100,50,0.85
16,Female,Western,Tororo,Luganda,100,75,89,58,53,100,92,30,100,0.88
16,Female,Western,Kitgum,Lugisu,44,100,64,79,61,95,85,85,61,0.96
15,Female,Central,Kabale,Rutooro,69,100,100,71,40,100,100,100,64,0.95
17,Female,Eastern,Arua,Luganda,50,95,91,82,64,100,72,65,22,0.76
15,Male,Central,Mbale,Rukiga,85,51,26,78,42,98,69,17,51,0.99
17,Female,Central,Kabale,Luganda,86,95,39,44,72,95,47,47,60,0.95
15,Female,Northern,Kitgum,Ateso,51,95,89,50,51,83,72,76,100,0.76
17,Female,Central,Mbale,Rukonjo,82,84,95,73,73,100,48,59,100,0.93
16,Female,Northern,Mbarara,Luganda,37,58,42,62,66,100,51,50,88,0.81
15,Female,Northern,Wakiso,Teso,100,100,51,49,44,82,82,65,65,0.92
15,Female,Eastern,Mbarara,Luganda,58,65,100,56,80,100,64,52,85,0.76
16,Female,Western,Kitgum,Teso,84,100,40,72,41,51,86,100,44,0.9
15,Male,Eastern,Mbarara,Rutooro,73,100,26,54,58,100,65,35,59,0.76
15,Male,Northern,Mbarara,Rukiga,100,100,92,100,49,100,100,85,100,0.86
15,Female,Western,Kitgum,Runyankole,88,74,89,64,90,85,95,43,100,0.82
17,Male,Northern,Mukono,Luganda,45,100,67,68,83,79,83,64,53,0.76
15,Male,Northern,Bushenyi,Runyoro,67,90,61,61,70,60,66,90,44,0.84
17,Female,Eastern,Kabale,Luganda,45,92,90,58,59,93,33,17,96,0.87
15,Female,Central,Bushenyi,Runyankole,87,97,82,62,68,64,75,99,67,0.84
16,Female,Central,Kabale,Lusoga,61,91,86,64,73,100,67,83,84,0.92
17,Female,Eastern,Mbarara,Runyankole,64,87,89,61,69,96,59,31,69,0.89
17,Male,Eastern,Tororo,Acholi,74,99,78,94,57,100,88,100,71,0.89
15,Male,Eastern,Masaka,Ateso,74,98,61,38,61,100,57,72,68,0.9
15,Female,Northern,Arua,Alur,100,86,90,48,55,72,85,84,46,0.88
16,Male,Northern,Tororo,Acholi,69,100,60,97,72,99,80,86,77,0.96
16,Male,Northern,Kasese,Rutooro,70,98,53,29,66,80,55,86,82,0.84
17,Male,Eastern,Masaka,Teso,70,54,55,26,84,38,85,73,73,0.93
15,Male,Northern,Mbale,Luganda,67,90,82,79,78,73,79,85,84,0.89
15,Female,Eastern,Rukungiri,Acholi,94,31,84,78,62,90,100,34,100,0.88
16,Male,Northern,Mukono,Acholi,91,65,76,46,42,80,66,97,71,0.92
15,Female,Western,Mbarara,Luganda,72,56,44,81,73,100,99,45,92,0.99
15,Male,Western,Mbale,Luganda,100,86,52,45,67,100,100,39,70,0.84
17,Female,Eastern,Wakiso,Luganda,51,54,46,35,82,81,54,44,28,0.81
15,Female,Eastern,Mukono,Langi,67,65,64,60,61,77,61,29,44,0.87
15,Male,Central,Mbale,Luganda,80,100,62,87,76,100,74,88,74,0.95
17,Female,Western,Mpigi,Lusoga,95,42,73,69,64,100,58,17,100,0.91
15,Male,Eastern,Soroti,Luganda,58,66,60,66,62,37,34,22,67,0.89
15,Female,Eastern,Mbale,Luganda,66,100,83,72,81,91,24,71,94,0.87
15,Female,Northern,Mbarara,Sebei,100,100,56,88,76,100,91,63,100,0.76
16,Female,Eastern,Soroti,Luganda,85,100,72,40,83,63,60,100,39,0.91
15,Female,Eastern,Wakiso,Teso,44,54,100,30,74,48,44,53,44,0.8
16,Female,Western,Arua,Luganda,98,51,64,84,46,100,96,17,99,0.82
17,Female,Eastern,Mbale,Luganda,74,56,67,87,41,100,61,22,91,0.9
15,Female,Central,Lira,Runyankole,53,100,82,68,91,91,52,94,81,0.97
17,Female,Central,Apac,Luganda,64,89,100,91,69,93,87,57,93,0.98
16,Female,Central,Soroti,Luganda,100,97,100,87,79,95,86,88,93,0.84
16,Female,Central,Soroti,Rukiga,45,96,68,52,94,69,58,55,35,0.91
17,Male,Northern,Tororo,Runyankole,45,54,97,78,40,75,73,45,48,0.76
16,Male,Eastern,Kampala,Teso,100,83,51,95,64,88,100,44,87,0.78
17,Male,Northern,Kitgum,Luganda,94,20,60,94,56,100,55,31,100,0.97
17,Male,Eastern,Soroti,Acholi,68,100,49,41,86,56,58,100,61,0.9
15,Male,Central,Mpigi,Rukonjo,85,85,97,83,45,100,69,88,48,0.9
17,Male,Eastern,Bushenyi,Rukiga,73,84,100,78,44,100,58,70,96,0.93
17,Male,Central,Pader,Japadhola,98,25,100,76,43,100,89,48,83,0.88
17,Female,Central,Mbale,Luganda,72,72,98,86,67,100,78,77,69,0.89
15,Female,Central,Wakiso,Langi,69,100,55,51,87,82,61,39,84,0.88
15,Male,Eastern,Soroti,Luganda,62,96,42,40,42,73,79,46,43,0.88
17,Female,Central,Mbarara,Luganda,64,39,86,66,68,100,90,17,100,0.96
15,Female,Western,Mityana,Acholi,96,100,47,36,79,74,99,55,100,0.9
15,Male,Central,Tororo,Luo,82,81,42,84,68,95,66,17,76,0.82
17,Female,Central,Soroti,Runyankole,46,100,76,27,84,70,52,96,80,0.78
15,Female,Central,Kitgum,Lumasaba,84,64,44,64,84,81,97,29,75,0.92
17,Female,Northern,Mbale,Luganda,73,100,92,34,46,97,80,94,57,0.81
17,Female,Eastern,Mbarara,Lango,100,69,58,69,63,100,65,24,100,0.95
15,Male,Western,Soroti,Acholi,100,100,80,92,56,68,69,100,20,0.87
15,Female,Central,Mbale,Luganda,83,99,68,42,69,96,70,77,74,0.95
15,Male,Northern,Tororo,Acholi,79,87,96,83,36,100,66,39,64,0.76
15,Male,Central,Kabale,Luganda,67,76,91,37,42,68,70,69,37,0.84
16,Male,Central,Mbale,Teso,73,93,95,82,67,100,23,67,74,0.9
17,Female,Eastern,Kabale,Acholi,64,57,61,40,35,78,84,42,93,0.84
15,Female,Eastern,Mukono,Luo,33,55,83,78,93,34,82,36,81,0.83
17,Female,Central,Busia,Luganda,80,100,83,100,62,100,100,27,87,0.97
17,Male,Eastern,Mbale,Teso,55,52,98,76,63,98,65,75,39,0.89
17,Female,Western,Mbarara,Rukonjo,97,58,80,67,85,67,74,71,100,0.95
17,Male,Western,Tororo,Luganda,87,100,98,100,74,100,79,52,96,0.89
17,Female,Eastern,Mbarara,Lango,94,100,92,73,55,69,76,87,87,0.85
15,Male,Northern,Lira,Runyankole,55,75,97,34,69,54,78,78,100,0.89
15,Female,Northern,Kabale,Japadhola,57,68,93,94,65,100,96,87,100,0.99
17,Female,Central,Mbale,Luganda,65,100,72,79,92,75,100,76,85,0.89
15,Male,Western,Bushenyi,Lumasaba,42,93,72,76,82,100,76,52,46,0.95
15,Male,Northern,Bushenyi,Luganda,65,93,100,64,57,100,32,47,100,0.8
15,Female,Northern,Soroti,Lusoga,71,95,63,55,74,77,96,35,84,0.81
17,Female,Eastern,Gulu,Luganda,47,74,100,78,66,93,55,50,73,0.79
16,Female,Central,Mbarara,Rutooro,100,100,71,85,42,89,88,59,82,0.76
17,Female,Western,Busia,Runyankole,37,39,62,56,56,76,82,28,91,0.92
17,Male,Central,Tororo,Langi,45,73,100,76,73,100,33,61,73,0.82
16,Female,Northern,Pader,Luganda,92,38,87,80,55,100,38,46,77,0.76
15,Female,Northern,Gulu,Luganda,75,100,57,53,96,66,88,64,59,0.8
15,Female,Western,Mukono,Luganda,63,100,90,48,87,100,86,81,97,0.85
15,Male,Central,Amuru,Runyankole,80,100,100,93,64,100,53,59,65,0.82
17,Female,Western,Gulu,Rutooro,100,90,42,58,54,90,81,85,100,0.99
15,Female,Eastern,Kitgum,Japadhola,71,42,75,83,62,88,59,23,65,0.79
15,Male,Eastern,Kabale,Runyankole,75,96,73,68,43,74,64,22,51,0.86
15,Male,Western,Mbarara,Iteso,36,48,100,78,47,100,24,29,100,0.76
15,Female,Central,Mbale,Japadhola,75,96,97,95,64,100,81,66,100,0.89
17,Female,Eastern,Soroti,Luganda,81,53,95,95,37,73,100,92,61,0.96
16,Female,Central,Mbale,Ateso,86,93,96,84,70,100,75,63,100,0.96
15,Female,Western,Soroti,Acholi,71,79,100,67,43,86,47,53,92,0.89
15,Female,Western,Soroti,Runyankole,77,19,58,51,84,97,64,25,98,0.81
15,Female,Eastern,Apac,Iteso,98,95,47,60,75,93,90,30,36,0.76
17,Male,Eastern,Pader,Luganda,82,83,100,91,47,100,100,35,89,0.88
16,Male,Northern,Kitgum,Teso,100,100,91,95,61,100,99,67,100,0.83
16,Female,Central,Mbale,Lusoga,81,48,100,56,61,96,88,49,100,0.88
17,Male,Northern,Bushenyi,Iteso,100,61,100,98,43,100,61,29,97,0.89
15,Female,Eastern,Soroti,Luganda,75,76,96,38,83,70,53,79,100,0.92
17,Male,Northern,Kampala,Lango,67,100,58,67,99,56,60,72,73,0.91
16,Female,Northern,Busia,Lusoga,76,67,90,49,49,52,54,58,62,0.9
16,Female,Eastern,Kampala,Runyankole,87,49,47,58,20,98,67,17,63,0.89
16,Male,Western,Mukono,Acholi,74,85,100,88,58,100,76,76,100,0.85
15,Female,Northern,Kapchorwa,Runyankole,50,85,81,65,57,98,25,73,75,0.88
15,Male,Western,Mbarara,Runyankole,87,100,67,78,72,83,69,59,100,0.87
16,Male,Central,Bushenyi,Runyankole,68,100,45,64,64,100,90,85,58,0.98
17,Female,Northern,Amuru,Luganda,82,74,26,63,75,92,56,60,83,0.95
17,Female,Northern,Kasese,Luganda,79,100,60,66,70,59,85,96,49,0.91
15,Male,Central,Mpigi,Luo,74,33,100,59,45,100,80,40,81,0.76
17,Female,Eastern,Gulu,Runyankole,28,84,89,50,81,91,44,47,79,0.91
15,Female,Northern,Arua,Runyankole,89,100,56,45,38,60,47,76,62,0.76
15,Female,Central,Mbale,Luganda,80,72,93,91,37,58,66,84,37,0.9
16,Female,Northern,Mbale,Luganda,72,89,100,61,80,100,60,57,89,0.82
17,Male,Central,Mbale,Luganda,79,80,100,57,56,100,89,64,94,0.85
17,Female,Eastern,Mbarara,Teso,82,74,87,42,82,60,92,59,100,0.89
15,Male,Western,Kabale,Runyankole,81,86,100,69,45,100,73,68,100,0.81
16,Male,Western,Busia,Acholi,82,48,80,52,69,60,67,24,71,0.82
16,Female,Northern,Gulu,Acholi,86,84,99,32,82,72,81,41,100,0.86
17,Female,Eastern,Rukungiri,Runyankole,81,95,74,56,44,86,51,69,53,0.9
16,Female,Western,Mbarara,Lumasaaba,79,79,48,64,82,54,51,70,78,0.76
17,Female,Western,Gulu,Luganda,93,51,86,100,62,100,75,30,84,0.93
16,Female,Northern,Wakiso,Runyankole,100,100,30,64,76,76,85,67,44,0.86
17,Female,Eastern,Lira,Lumasaba,90,89,57,65,60,95,100,56,78,0.85
15,Male,Northern,Gulu,Runyankole,49,48,95,50,100,100,49,42,61,0.76
15,Female,Central,Mpigi,Runyankole,70,87,84,56,67,97,67,29,85,0.76
16,Male,Eastern,Mukono,Lusoga,85,63,52,62,55,66,71,72,89,0.87
15,Female,Northern,Mbarara,Runyankole,55,100,52,55,86,100,71,69,53,0.87
16,Female,Western,Gulu,Luganda,51,74,94,82,69,92,82,45,65,0.88
16,Female,Central,Lira,Lugisu,58,75,100,100,72,85,70,53,78,0.88
15,Female,Eastern,Wakiso,Rutooro,80,84,87,69,65,42,94,69,57,0.87
15,Female,Northern,Kampala,Runyankole,63,100,65,50,56,100,89,51,96,0.98
15,Female,Northern,Mukono,Rukiga,68,100,49,53,77,56,87,98,100,0.96
16,Male,Central,Mukono,Luganda,83,100,100,55,69,100,72,50,91,0.92
15,Female,Western,Mbarara,Runyankole,54,25,100,76,21,100,72,69,65,0.82
16,Female,Western,Mbale,Ateso,83,100,26,70,37,55,94,75,21,0.95
15,Female,Western,Tororo,Luganda,36,35,73,58,72,83,80,84,88,0.9
16,Male,Northern,Kisoro,Acholi,74,100,83,35,53,80,84,72,36,0.78
15,Female,Central,Arua,Luganda,85,36,91,62,82,84,74,17,100,0.81
15,Female,Central,Mbale,Luganda,79,57,76,79,67,89,100,17,86,0.81
15,Male,Northern,Mbale,Lusamia,92,29,63,87,26,65,54,50,73,0.97
15,Male,Central,Mukono,Runyankole,69,89,26,66,28,45,62,52,25,0.83
16,Female,Central,Iganga,Acholi,91,55,100,75,58,100,82,28,100,0.89
15,Male,Central,Tororo,Luganda,78,97,74,61,66,100,83,97,56,0.81
16,Male,Eastern,Kabale,Rukiga,88,100,58,56,79,86,51,99,58,0.76
15,Male,Western,Jinja,Luganda,86,76,54,46,49,100,82,72,80,0.95
15,Female,Western,Mbale,Luganda,82,100,52,79,74,94,57,81,32,0.88
15,Female,Northern,Kitgum,Rukiga,80,100,47,65,70,58,47,84,63,0.81
16,Female,Eastern,Kabale,Rukiga,26,62,100,66,70,99,60,85,61,0.76
17,Female,Northern,Mbale,Acholi,81,100,72,39,64,96,68,95,38,0.94
15,Female,Western,Mbale,Lango,85,100,75,86,53,100,75,81,93,0.89
15,Female,Central,Mbale,Luganda,42,85,52,46,92,77,72,28,71,0.79
17,Male,Eastern,Amuru,Luganda,84,100,50,93,79,100,86,63,100,0.85
17,Male,Eastern,Kasese,Runyankole,72,62,62,81,55,88,100,63,50,0.99
17,Male,Eastern,Tororo,Rukiga,97,94,37,46,82,65,84,98,93,0.95
15,Female,Northern,Soroti,Luganda,88,100,57,89,90,96,100,69,69,0.96
15,Male,Western,Amuru,Luganda,72,67,81,41,61,100,74,33,88,0.96
17,Male,Northern,Rukungiri,Iteso,100,100,63,56,72,70,96,95,56,0.79
17,Female,Eastern,Kampala,Luganda,58,99,71,77,100,61,63,60,95,0.8
17,Female,Eastern,Kabale,Acholi,100,100,82,78,42,100,90,93,86,0.87
15,Male,Northern,Kabale,Lango,93,60,40,62,34,67,98,17,100,0.76
15,Male,Western,Kisoro,Runyankole,100,100,66,100,82,100,96,100,100,0.99
15,Female,Northern,Bushenyi,Luo,39,79,93,69,77,78,88,19,97,0.9
16,Male,Northern,Mbale,Lugisu,82,98,86,62,48,100,68,98,63,0.76
15,Female,Eastern,Tororo,Rutooro,74,66,82,63,74,100,94,51,67,0.93
15,Male,Eastern,Mpigi,Luganda,83,82,80,88,73,100,57,61,100,0.8
16,Male,Eastern,Gulu,Runyankole,100,92,84,35,54,100,95,72,88,0.87
16,Male,Eastern,Kitgum,Luganda,100,86,47,62,73,58,95,100,61,0.83
17,Female,Northern,Kabale,Luganda,43,9,95,44,44,89,93,42,90,0.89
15,Female,Central,Mbarara,Runyankole,39,100,98,35,85,93,100,76,67,0.82
17,Female,Central,Lira,Luganda,73,81,69,49,80,89,65,79,53,0.92
16,Female,Northern,Mbarara,Luganda,45,100,67,36,74,78,60,100,20,0.84
17,Male,Central,Soroti,Japadhola,83,86,81,49,52,99,83,68,79,0.92
16,Female,Eastern,Kasese,Luganda,24,78,100,77,58,80,73,94,66,0.93
16,Female,Northern,Mbarara,Luo,84,78,100,76,57,69,84,67,95,0.89
15,Male,Eastern,Soroti,Langi,55,84,58,62,67,85,54,38,78,0.93
17,Female,Northern,Kabarole,Lugbara,19,100,96,47,62,100,53,90,39,0.95
17,Female,Northern,Kitgum,Lusoga,100,97,57,78,52,100,86,89,92,0.98
15,Male,Northern,Bushenyi,Langi,100,86,79,85,70,80,81,44,84,0.83
15,Female,Northern,Mbale,Acholi,69,88,100,70,59,76,90,94,69,0.94
15,Female,Eastern,Mbale,Lusoga,96,40,97,62,42,100,47,17,92,0.76
15,Female,Northern,Kitgum,Luganda,25,90,65,37,57,90,73,17,94,0.81
15,Female,Central,Kabarole,Lango,51,100,42,54,70,63,55,17,55,0.94
15,Male,Western,Kampala,Acholi,88,89,89,84,46,92,91,79,60,0.89
15,Female,Central,Mbale,Rukiga,96,100,100,58,48,76,62,99,100,0.85
16,Male,Eastern,Mpigi,Luganda,79,63,81,41,46,98,34,58,36,0.79
17,Male,Eastern,Arua,Rukiga,88,73,87,54,60,100,60,36,100,0.92
17,Female,Western,Arua,Luganda,97,72,59,50,52,91,85,44,89,0.85
15,Female,Eastern,Rukungiri,Rutooro,87,29,100,58,43,100,72,28,89,0.83
15,Male,Eastern,Kasese,Luo,89,100,26,57,74,79,54,41,86,0.76
15,Female,Western,Tororo,Luo,74,71,34,68,56,100,91,21,58,0.88
15,Female,Central,Mbarara,Luganda,99,93,81,63,44,100,78,54,100,0.94
15,Female,Western,Jinja,Lusoga,99,66,40,100,50,100,88,17,100,0.9
15,Male,Central,Kabale,Lusamia,47,100,100,63,62,100,74,100,40,0.92
15,Female,Eastern,Gulu,Luganda,78,77,89,81,63,100,53,17,94,0.76
15,Female,Eastern,Jinja,Lumasaaba,100,79,71,54,52,76,73,90,99,0.86
16,Female,Eastern,Mubende,Lusoga,100,100,60,69,71,100,95,85,40,0.99
15,Female,Central,Gulu,Luganda,41,85,78,61,91,49,70,65,32,0.81
17,Male,Northern,Kampala,Ateso,64,48,97,58,61,100,55,47,60,0.97
15,Female,Northern,Wakiso,Lugisu,67,98,38,28,92,74,65,63,74,0.76
17,Female,Western,Bushenyi,Runyankole,100,100,46,86,63,100,74,47,100,0.87
16,Female,Northern,Gulu,Luganda,68,77,96,98,63,100,76,92,71,0.9
16,Male,Northern,Lira,Runyankole,100,100,96,80,51,100,94,100,85,0.88
17,Male,Eastern,Bushenyi,Rukiga,77,100,77,74,94,99,93,83,80,0.92
17,Female,Northern,Gulu,Ateso,64,100,51,66,87,60,86,69,100,0.84
16,Male,Eastern,Rukungiri,Acholi,69,54,63,35,68,100,85,61,75,0.83
15,Male,Central,Rukungiri,Rutooro,87,100,51,64,81,90,83,91,94,0.77
16,Female,Eastern,Jinja,Acholi,72,95,52,42,58,68,84,77,69,0.87
17,Male,Western,Kitgum,Acholi,81,100,32,50,63,66,37,100,27,0.95
17,Male,Northern,Kampala,Teso,69,100,62,57,97,91,55,100,36,0.85
17,Female,Northern,Mbale,Luganda,96,68,57,83,55,82,100,41,63,0.84
17,Female,Eastern,Mukono,Luganda,66,100,58,33,73,100,49,76,57,0.81
15,Female,Eastern,Gulu,Luganda,31,100,100,68,69,63,64,91,42,0.81
15,Male,Northern,Mbarara,Acholi,37,100,28,38,92,59,69,57,70,0.88
